,yearOfRegistration,Datasource,gender,ageBroad,citizenship,isForcedLabour,control_category,RecruiterCategory,ExploitType,Labor_Type
17473,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Construction
17474,2015.0,Case Management,Male,27--29,UA,1.0,Threats,Other,Labor,Construction
17475,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Construction
17476,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Construction
17477,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Construction
17478,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Construction
17479,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Construction
17480,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Construction
17481,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Construction
17482,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Construction
17483,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Construction
17484,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Construction
17485,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
17486,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Construction
17487,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Construction
17499,2015.0,Case Management,Male,30--38,BY,1.0,Financial,Other,Labor,Construction
17500,2015.0,Case Management,Male,30--38,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
17501,2015.0,Case Management,Male,30--38,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
17503,2015.0,Case Management,Male,30--38,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
17504,2015.0,Case Management,Male,30--38,BY,1.0,Financial,Other,Labor,Construction
17505,2015.0,Case Management,Male,30--38,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
17506,2015.0,Case Management,Male,30--38,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
17507,2015.0,Case Management,Male,30--38,BY,1.0,Threats,Other,Labor,Construction
17508,2015.0,Case Management,Male,30--38,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
17509,2015.0,Case Management,Male,30--38,BY,1.0,Financial,Other,Labor,Construction
17510,2015.0,Case Management,Male,30--38,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
17511,2015.0,Case Management,Male,30--38,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
17512,2015.0,Case Management,Male,30--38,BY,1.0,Financial,Family/Relative,Labor,Construction
17513,2015.0,Case Management,Male,30--38,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
17514,2015.0,Case Management,Male,30--38,BY,1.0,Threats,Other,Labor,Construction
17515,2015.0,Case Management,Male,30--38,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
17516,2015.0,Case Management,Male,30--38,BY,1.0,Threats,Other,Labor,Construction
17518,2015.0,Case Management,Male,30--38,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
17519,2015.0,Case Management,Male,30--38,BY,1.0,Threats,Friend/Acquaintance,Labor,Construction
17520,2015.0,Case Management,Male,30--38,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
17521,2015.0,Case Management,Male,30--38,BY,1.0,Financial,Other,Labor,Construction
17522,2015.0,Case Management,Male,30--38,BY,1.0,Financial,Other,Labor,Construction
17589,2015.0,Case Management,Male,30--38,MM,1.0,Other,Other,Labor,Aquafarming
17590,2015.0,Case Management,Male,30--38,MM,1.0,Financial,Other,Labor,Aquafarming
17591,2015.0,Case Management,Male,30--38,MM,1.0,Financial,Friend/Acquaintance,Labor,Aquafarming
17592,2015.0,Case Management,Male,30--38,MM,1.0,Threats,Friend/Acquaintance,Labor,Aquafarming
17593,2015.0,Case Management,Male,30--38,MM,1.0,Financial,Friend/Acquaintance,Labor,Aquafarming
17594,2015.0,Case Management,Male,30--38,MM,1.0,Threats,Family/Relative,Labor,Aquafarming
17595,2015.0,Case Management,Male,30--38,MM,1.0,Threats,Friend/Acquaintance,Labor,Aquafarming
17596,2015.0,Case Management,Male,30--38,MM,1.0,Other,Friend/Acquaintance,Labor,Aquafarming
17597,2015.0,Case Management,Male,30--38,MM,1.0,Financial,Friend/Acquaintance,Labor,Aquafarming
17598,2015.0,Case Management,Male,30--38,MM,1.0,Threats,Friend/Acquaintance,Labor,Aquafarming
17599,2015.0,Case Management,Male,30--38,MM,1.0,Financial,Friend/Acquaintance,Labor,Aquafarming
17600,2015.0,Case Management,Male,30--38,MM,1.0,Financial,Friend/Acquaintance,Labor,Aquafarming
17601,2015.0,Case Management,Male,30--38,MM,1.0,Financial,Other,Labor,Aquafarming
17602,2015.0,Case Management,Male,30--38,MM,1.0,Financial,Other,Labor,Aquafarming
17603,2015.0,Case Management,Male,30--38,MM,1.0,Financial,Friend/Acquaintance,Labor,Aquafarming
17604,2015.0,Case Management,Male,30--38,MM,1.0,Financial,Friend/Acquaintance,Labor,Aquafarming
17605,2015.0,Case Management,Male,30--38,MM,1.0,Other,Other,Labor,Aquafarming
17606,2015.0,Case Management,Male,30--38,MM,1.0,Survival,Friend/Acquaintance,Labor,Aquafarming
17607,2015.0,Case Management,Male,30--38,MM,1.0,Other,Friend/Acquaintance,Labor,Aquafarming
17608,2015.0,Case Management,Male,30--38,MM,1.0,Other,Other,Labor,Aquafarming
17609,2015.0,Case Management,Male,30--38,MM,1.0,Financial,Other,Labor,Aquafarming
17610,2015.0,Case Management,Male,30--38,MM,1.0,Other,Friend/Acquaintance,Labor,Aquafarming
17611,2015.0,Case Management,Male,30--38,MM,1.0,Survival,Other,Labor,Aquafarming
17612,2015.0,Case Management,Male,30--38,MM,1.0,Other,Friend/Acquaintance,Labor,Aquafarming
17974,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
17975,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
17976,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
17977,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
17978,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
17979,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
17980,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
17981,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
17982,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
17983,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
17984,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
17985,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
17986,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
17987,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
17988,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
17989,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
17990,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
17991,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
17992,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
17993,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
17994,2015.0,Case Management,Male,30--38,UA,1.0,Threats,Other,Labor,Construction
17995,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
17996,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
17997,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
17998,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
17999,2015.0,Case Management,Male,30--38,UA,1.0,Threats,Other,Labor,Construction
18000,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18001,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18002,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18003,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18004,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18005,2015.0,Case Management,Male,30--38,UA,1.0,Threats,Other,Labor,Construction
18006,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18007,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18008,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18009,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18010,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
18011,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18012,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18013,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18014,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18015,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18016,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18017,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
18018,2015.0,Case Management,Male,30--38,UA,1.0,Threats,Other,Labor,Construction
18019,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18020,2015.0,Case Management,Male,30--38,UA,1.0,Threats,Other,Labor,Construction
18021,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18022,2015.0,Case Management,Male,30--38,UA,1.0,Threats,Other,Labor,Construction
18023,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18025,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18026,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18027,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18028,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18029,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18030,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18031,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18032,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18033,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18034,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18036,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18037,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18038,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18039,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18040,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18041,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18042,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18043,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18044,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18045,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18046,2015.0,Case Management,Male,30--38,UA,1.0,Threats,Other,Labor,Construction
18047,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
18048,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18049,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
18051,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18052,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18053,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18055,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18056,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18057,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18058,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18059,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
18060,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18061,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18062,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18063,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
18064,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18065,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18066,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18067,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18068,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18069,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18070,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18071,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18072,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18073,2015.0,Case Management,Male,30--38,UA,1.0,Threats,Other,Labor,Construction
18074,2015.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
18075,2015.0,Case Management,Male,39--47,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18076,2015.0,Case Management,Male,39--47,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18077,2015.0,Case Management,Male,39--47,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18078,2015.0,Case Management,Male,39--47,BY,1.0,Financial,Other,Labor,Construction
18079,2015.0,Case Management,Male,39--47,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18080,2015.0,Case Management,Male,39--47,BY,1.0,Threats,Friend/Acquaintance,Labor,Construction
18081,2015.0,Case Management,Male,39--47,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18082,2015.0,Case Management,Male,39--47,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18083,2015.0,Case Management,Male,39--47,BY,1.0,Financial,Other,Labor,Construction
18084,2015.0,Case Management,Male,39--47,BY,1.0,Financial,Other,Labor,Construction
18085,2015.0,Case Management,Male,39--47,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18086,2015.0,Case Management,Male,39--47,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18087,2015.0,Case Management,Male,39--47,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18088,2015.0,Case Management,Male,39--47,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18089,2015.0,Case Management,Male,39--47,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18090,2015.0,Case Management,Male,39--47,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18091,2015.0,Case Management,Male,39--47,BY,1.0,Threats,Other,Labor,Construction
18092,2015.0,Case Management,Male,39--47,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18093,2015.0,Case Management,Male,39--47,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18094,2015.0,Case Management,Male,39--47,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18095,2015.0,Case Management,Male,39--47,BY,1.0,Financial,Other,Labor,Construction
18096,2015.0,Case Management,Male,39--47,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18097,2015.0,Case Management,Male,39--47,BY,1.0,Threats,Friend/Acquaintance,Labor,Construction
18098,2015.0,Case Management,Male,39--47,BY,1.0,Financial,Other,Labor,Construction
18125,2015.0,Case Management,Male,39--47,MM,1.0,Threats,Other,Labor,Aquafarming
18126,2015.0,Case Management,Male,39--47,MM,1.0,Financial,Friend/Acquaintance,Labor,Aquafarming
18128,2015.0,Case Management,Male,39--47,MM,1.0,Threats,Friend/Acquaintance,Labor,Aquafarming
18130,2015.0,Case Management,Male,39--47,MM,1.0,Other,Other,Labor,Aquafarming
18131,2015.0,Case Management,Male,39--47,MM,1.0,Financial,Other,Labor,Aquafarming
18132,2015.0,Case Management,Male,39--47,MM,1.0,Financial,Other,Labor,Aquafarming
18133,2015.0,Case Management,Male,39--47,MM,1.0,Financial,Family/Relative,Labor,Aquafarming
18134,2015.0,Case Management,Male,39--47,MM,1.0,Threats,Friend/Acquaintance,Labor,Aquafarming
18135,2015.0,Case Management,Male,39--47,MM,1.0,Financial,Friend/Acquaintance,Labor,Aquafarming
18136,2015.0,Case Management,Male,39--47,MM,1.0,Other,Friend/Acquaintance,Labor,Aquafarming
18301,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18302,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18303,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18304,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18305,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18306,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18307,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Friend/Acquaintance,Labor,Manufacturing
18308,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18309,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18310,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18311,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18312,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18313,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18314,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18315,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18316,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18317,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18318,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18319,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18320,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18321,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18322,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18323,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Friend/Acquaintance,Labor,Manufacturing
18324,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18325,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18326,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18327,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
18328,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
18329,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
18330,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
18331,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
18332,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
18333,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
18334,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
18335,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
18336,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Family/Relative,Labor,Construction
18337,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
18338,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
18339,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
18340,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
18341,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
18342,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
18343,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
18344,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
18345,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
18346,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
18347,2015.0,Case Management,Male,39--47,UA,1.0,Threats,Friend/Acquaintance,Labor,Construction
18348,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
18349,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
18350,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
18351,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
18352,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
18353,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
18354,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
18355,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
18356,2015.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
18357,2015.0,Case Management,Male,39--47,UZ,1.0,Financial,Friend/Acquaintance,Labor,Construction
18358,2015.0,Case Management,Male,39--47,UZ,1.0,Financial,Other,Labor,Construction
18359,2015.0,Case Management,Male,39--47,UZ,1.0,Financial,Friend/Acquaintance,Labor,Construction
18360,2015.0,Case Management,Male,39--47,UZ,1.0,Financial,Other,Labor,Construction
18361,2015.0,Case Management,Male,39--47,UZ,1.0,Financial,Friend/Acquaintance,Labor,Construction
18362,2015.0,Case Management,Male,39--47,UZ,1.0,Financial,Other,Labor,Construction
18363,2015.0,Case Management,Male,39--47,UZ,1.0,Financial,Other,Labor,Construction
18364,2015.0,Case Management,Male,39--47,UZ,1.0,Financial,Friend/Acquaintance,Labor,Construction
18365,2015.0,Case Management,Male,39--47,UZ,1.0,Financial,Friend/Acquaintance,Labor,Construction
18367,2015.0,Case Management,Male,39--47,UZ,1.0,Financial,Friend/Acquaintance,Labor,Construction
18368,2015.0,Case Management,Male,48+,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18369,2015.0,Case Management,Male,48+,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18370,2015.0,Case Management,Male,48+,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18371,2015.0,Case Management,Male,48+,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18372,2015.0,Case Management,Male,48+,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18373,2015.0,Case Management,Male,48+,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18374,2015.0,Case Management,Male,48+,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18375,2015.0,Case Management,Male,48+,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18376,2015.0,Case Management,Male,48+,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18378,2015.0,Case Management,Male,48+,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18379,2015.0,Case Management,Male,48+,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18380,2015.0,Case Management,Male,48+,BY,1.0,Threats,Other,Labor,Construction
18381,2015.0,Case Management,Male,48+,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18382,2015.0,Case Management,Male,48+,BY,1.0,Financial,Other,Labor,Construction
18383,2015.0,Case Management,Male,48+,BY,1.0,Financial,Other,Labor,Construction
18384,2015.0,Case Management,Male,48+,BY,1.0,Financial,Other,Labor,Construction
18385,2015.0,Case Management,Male,48+,BY,1.0,Financial,Other,Labor,Construction
18386,2015.0,Case Management,Male,48+,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18387,2015.0,Case Management,Male,48+,BY,1.0,Financial,Other,Labor,Construction
18388,2015.0,Case Management,Male,48+,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18389,2015.0,Case Management,Male,48+,BY,1.0,Financial,Other,Labor,Construction
18390,2015.0,Case Management,Male,48+,BY,1.0,Financial,Other,Labor,Construction
18391,2015.0,Case Management,Male,48+,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
18392,2015.0,Case Management,Male,48+,BY,1.0,Financial,Other,Labor,Construction
18465,2015.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
18466,2015.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
18467,2015.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
18468,2015.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
18469,2015.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
18470,2015.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
18471,2015.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
18472,2015.0,Case Management,Male,48+,UA,1.0,Threats,Other,Labor,Construction
18473,2015.0,Case Management,Male,48+,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
18474,2015.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
18475,2015.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
18476,2015.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
18477,2015.0,Case Management,Male,48+,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
18478,2015.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
18479,2015.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
18480,2015.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
18481,2015.0,Case Management,Male,48+,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
18482,2015.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
18483,2015.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
18484,2015.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
18485,2015.0,Case Management,Male,48+,UA,1.0,Threats,Other,Labor,Construction
18486,2015.0,Case Management,Male,48+,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
20220,2016.0,Case Management,Female,24--26,UA,1.0,Financial,Other,Labor,Manufacturing
20221,2016.0,Case Management,Female,24--26,UA,1.0,Financial,Other,Labor,Manufacturing
20222,2016.0,Case Management,Female,24--26,UA,1.0,Financial,Friend/Acquaintance,Labor,Manufacturing
20223,2016.0,Case Management,Female,24--26,UA,1.0,Financial,Other,Labor,Manufacturing
